FIPS,Name,State,StateName,FIPSKey,Location Name Key,Latitude,Longitude
19165,Shelby,IA,Iowa,Shelby|IA,"Shelby, IA, US",41.6850066,-95.31015553
19167,Sioux,IA,Iowa,Sioux|IA,"Sioux, IA, US",43.08221074,-96.1767568
19169,Story,IA,Iowa,Story|IA,"Story, IA, US",42.03621213,-93.46499005
19171,Tama,IA,Iowa,Tama|IA,"Tama, IA, US",42.07991767,-92.53266945
19173,Taylor,IA,Iowa,Taylor|IA,"Taylor, IA, US",40.73710579,-94.69778563
19175,Union,IA,Iowa,Union|IA,"Union, IA, US",41.0277278,-94.24234847
19177,Van Buren,IA,Iowa,Van Buren|IA,"Van Buren, IA, US",40.75326764,-91.95017958
19179,Wapello,IA,Iowa,Wapello|IA,"Wapello, IA, US",41.03064984,-92.40954728
19181,Warren,IA,Iowa,Warren|IA,"Warren, IA, US",41.33559454,-93.56007641
19183,Washington,IA,Iowa,Washington|IA,"Washington, IA, US",41.33577126,-91.71725711
19185,Wayne,IA,Iowa,Wayne|IA,"Wayne, IA, US",40.73969028,-93.32752197
19187,Webster,IA,Iowa,Webster|IA,"Webster, IA, US",42.42853483,-94.17987389
19189,Winnebago,IA,Iowa,Winnebago|IA,"Winnebago, IA, US",43.37751174,-93.73407298
19191,Winneshiek,IA,Iowa,Winneshiek|IA,"Winneshiek, IA, US",43.29094334,-91.84422722
19193,Woodbury,IA,Iowa,Woodbury|IA,"Woodbury, IA, US",42.38979414,-96.0459439
19195,Worth,IA,Iowa,Worth|IA,"Worth, IA, US",43.37750768,-93.26087602
19197,Wright,IA,Iowa,Wright|IA,"Wright, IA, US",42.73305373,-93.73515113
20001,Allen,KS,Kansas,Allen|KS,"Allen, KS, US",37.88582951,-95.30030847
20003,Anderson,KS,Kansas,Anderson|KS,"Anderson, KS, US",38.21413251,-95.29272815
20005,Atchison,KS,Kansas,Atchison|KS,"Atchison, KS, US",39.53185661,-95.30870026
20007,Barber,KS,Kansas,Barber|KS,"Barber, KS, US",37.2288586,-98.68460053
20009,Barton,KS,Kansas,Barton|KS,"Barton, KS, US",38.47889676,-98.75636726
20011,Bourbon,KS,Kansas,Bourbon|KS,"Bourbon, KS, US",37.85508555,-94.84865997
20013,Brown,KS,Kansas,Brown|KS,"Brown, KS, US",39.82652589,-95.56421698
20015,Butler,KS,Kansas,Butler|KS,"Butler, KS, US",37.78134351,-96.83878537
20017,Chase,KS,Kansas,Chase|KS,"Chase, KS, US",38.30292938,-96.59563862
20019,Chautauqua,KS,Kansas,Chautauqua|KS,"Chautauqua, KS, US",37.14994405,-96.2454192
20021,Cherokee,KS,Kansas,Cherokee|KS,"Cherokee, KS, US",37.16928494,-94.8462897
20023,Cheyenne,KS,Kansas,Cheyenne|KS,"Cheyenne, KS, US",39.78580976,-101.7318201
20025,Clark,KS,Kansas,Clark|KS,"Clark, KS, US",37.23577007,-99.81883015
20027,Clay,KS,Kansas,Clay|KS,"Clay, KS, US",39.34948772,-97.16518128
20029,Cloud,KS,Kansas,Cloud|KS,"Cloud, KS, US",39.48028352,-97.64925343
20031,Coffey,KS,Kansas,Coffey|KS,"Coffey, KS, US",38.2365018,-95.73379515
20033,Comanche,KS,Kansas,Comanche|KS,"Comanche, KS, US",37.1911452,-99.27113247
20035,Cowley,KS,Kansas,Cowley|KS,"Cowley, KS, US",37.23781842,-96.83776647
20037,Crawford,KS,Kansas,Crawford|KS,"Crawford, KS, US",37.50675523,-94.85245778
20039,Decatur,KS,Kansas,Decatur|KS,"Decatur, KS, US",39.78468441,-100.4594081
20041,Dickinson,KS,Kansas,Dickinson|KS,"Dickinson, KS, US",38.86600962,-97.15532383
20043,Doniphan,KS,Kansas,Doniphan|KS,"Doniphan, KS, US",39.79067154,-95.14056866
20045,Douglas,KS,Kansas,Douglas|KS,"Douglas, KS, US",38.88503636,-95.2925121
20047,Edwards,KS,Kansas,Edwards|KS,"Edwards, KS, US",37.88735543,-99.31263309
20049,Elk,KS,Kansas,Elk|KS,"Elk, KS, US",37.45338105,-96.24369667
20051,Ellis,KS,Kansas,Ellis|KS,"Ellis, KS, US",38.91458712,-99.31751551
20053,Ellsworth,KS,Kansas,Ellsworth|KS,"Ellsworth, KS, US",38.69677695,-98.20462799
20055,Finney,KS,Kansas,Finney|KS,"Finney, KS, US",38.04340344,-100.7381938
20057,Ford,KS,Kansas,Ford|KS,"Ford, KS, US",37.69200114,-99.88825298
20059,Franklin,KS,Kansas,Franklin|KS,"Franklin, KS, US",38.56443815,-95.28644341
20061,Geary,KS,Kansas,Geary|KS,"Geary, KS, US",38.99871131,-96.7577178
20063,Gove,KS,Kansas,Gove|KS,"Gove, KS, US",38.91588178,-100.4829321
20065,Graham,KS,Kansas,Graham|KS,"Graham, KS, US",39.34987223,-99.88332493
20067,Grant,KS,Kansas,Grant|KS,"Grant, KS, US",37.56227336,-101.3079758
20069,Gray,KS,Kansas,Gray|KS,"Gray, KS, US",37.73836671,-100.4369088
20071,Greeley,KS,Kansas,Greeley|KS,"Greeley, KS, US",38.4808095,-101.8061079
20073,Greenwood,KS,Kansas,Greenwood|KS,"Greenwood, KS, US",37.8774388,-96.23250453
20075,Hamilton,KS,Kansas,Hamilton|KS,"Hamilton, KS, US",37.99978709,-101.7921066
20077,Harper,KS,Kansas,Harper|KS,"Harper, KS, US",37.19175361,-98.07578384
20079,Harvey,KS,Kansas,Harvey|KS,"Harvey, KS, US",38.04293782,-97.42747573
20081,Haskell,KS,Kansas,Haskell|KS,"Haskell, KS, US",37.5620394,-100.8710738
20083,Hodgeman,KS,Kansas,Hodgeman|KS,"Hodgeman, KS, US",38.08780079,-99.89829881
20085,Jackson,KS,Kansas,Jackson|KS,"Jackson, KS, US",39.41673394,-95.79356799
20087,Jefferson,KS,Kansas,Jefferson|KS,"Jefferson, KS, US",39.2347941,-95.38289232
20089,Jewell,KS,Kansas,Jewell|KS,"Jewell, KS, US",39.78470589,-98.21820662
20091,Johnson,KS,Kansas,Johnson|KS,"Johnson, KS, US",38.946156,-94.97143
20093,Kearny,KS,Kansas,Kearny|KS,"Kearny, KS, US",38.00017981,-101.321681
20095,Kingman,KS,Kansas,Kingman|KS,"Kingman, KS, US",37.55909527,-98.13638678
20097,Kiowa,KS,Kansas,Kiowa|KS,"Kiowa, KS, US",37.55848695,-99.2856537
20099,Labette,KS,Kansas,Labette|KS,"Labette, KS, US",37.19113093,-95.29849679
20101,Lane,KS,Kansas,Lane|KS,"Lane, KS, US",38.48119447,-100.4660754
20103,Leavenworth,KS,Kansas,Leavenworth|KS,"Leavenworth, KS, US",39.20183497,-95.03620809
20105,Lincoln,KS,Kansas,Lincoln|KS,"Lincoln, KS, US",39.04549684,-98.20756994
20107,Linn,KS,Kansas,Linn|KS,"Linn, KS, US",38.21267844,-94.84254089
20109,Logan,KS,Kansas,Logan|KS,"Logan, KS, US",38.91735806,-101.148475
20111,Lyon,KS,Kansas,Lyon|KS,"Lyon, KS, US",38.45576156,-96.15275715
20113,McPherson,KS,Kansas,McPherson|KS,"McPherson, KS, US",38.39184858,-97.64769869
20115,Marion,KS,Kansas,Marion|KS,"Marion, KS, US",38.35855394,-97.0985251
20117,Marshall,KS,Kansas,Marshall|KS,"Marshall, KS, US",39.78359669,-96.52278974
20119,Meade,KS,Kansas,Meade|KS,"Meade, KS, US",37.23859987,-100.364831
20121,Miami,KS,Kansas,Miami|KS,"Miami, KS, US",38.56383358,-94.83832189
20123,Mitchell,KS,Kansas,Mitchell|KS,"Mitchell, KS, US",39.39331582,-98.20906732
20125,Montgomery,KS,Kansas,Montgomery|KS,"Montgomery, KS, US",37.19236568,-95.74329258
20127,Morris,KS,Kansas,Morris|KS,"Morris, KS, US",38.68827511,-96.65128437
20129,Morton,KS,Kansas,Morton|KS,"Morton, KS, US",37.19141121,-101.7992519
20131,Nemaha,KS,Kansas,Nemaha|KS,"Nemaha, KS, US",39.78345387,-96.01392079
20133,Neosho,KS,Kansas,Neosho|KS,"Neosho, KS, US",37.55862897,-95.30670046
20135,Ness,KS,Kansas,Ness|KS,"Ness, KS, US",38.47974157,-99.91547333
20137,Norton,KS,Kansas,Norton|KS,"Norton, KS, US",39.78443827,-99.90286639
20139,Osage,KS,Kansas,Osage|KS,"Osage, KS, US",38.65235984,-95.72707998
20141,Osborne,KS,Kansas,Osborne|KS,"Osborne, KS, US",39.3503437,-98.76753828
20143,Ottawa,KS,Kansas,Ottawa|KS,"Ottawa, KS, US",39.13237408,-97.65020313
20145,Pawnee,KS,Kansas,Pawnee|KS,"Pawnee, KS, US",38.18108732,-99.23692334
20147,Phillips,KS,Kansas,Phillips|KS,"Phillips, KS, US",39.78465501,-99.34668865
20149,Pottawatomie,KS,Kansas,Pottawatomie|KS,"Pottawatomie, KS, US",39.37925655,-96.34564657
20151,Pratt,KS,Kansas,Pratt|KS,"Pratt, KS, US",37.64780729,-98.73922153
20153,Rawlins,KS,Kansas,Rawlins|KS,"Rawlins, KS, US",39.78525843,-101.0761617
20155,Reno,KS,Kansas,Reno|KS,"Reno, KS, US",37.95230263,-98.08607292
20157,Republic,KS,Kansas,Republic|KS,"Republic, KS, US",39.82799632,-97.65036709
20159,Rice,KS,Kansas,Rice|KS,"Rice, KS, US",38.34616184,-98.19992118
20161,Riley,KS,Kansas,Riley|KS,"Riley, KS, US",39.28935726,-96.73420026
20163,Rooks,KS,Kansas,Rooks|KS,"Rooks, KS, US",39.35022773,-99.32484567
20165,Rush,KS,Kansas,Rush|KS,"Rush, KS, US",38.52275276,-99.30863983
20167,Russell,KS,Kansas,Russell|KS,"Russell, KS, US",38.91462787,-98.76254297
20169,Saline,KS,Kansas,Saline|KS,"Saline, KS, US",38.78369175,-97.65185177
20171,Scott,KS,Kansas,Scott|KS,"Scott, KS, US",38.48222076,-100.9066539
20173,Sedgwick,KS,Kansas,Sedgwick|KS,"Sedgwick, KS, US",37.6842718,-97.4608198
20175,Seward,KS,Kansas,Seward|KS,"Seward, KS, US",37.19324632,-100.8507201
20177,Shawnee,KS,Kansas,Shawnee|KS,"Shawnee, KS, US",39.04100763,-95.7557264
20179,Sheridan,KS,Kansas,Sheridan|KS,"Sheridan, KS, US",39.35018161,-100.4418259
20181,Sherman,KS,Kansas,Sherman|KS,"Sherman, KS, US",39.35147699,-101.7197624
20183,Smith,KS,Kansas,Smith|KS,"Smith, KS, US",39.78516566,-98.78566062
20185,Stafford,KS,Kansas,Stafford|KS,"Stafford, KS, US",38.03100851,-98.71762001
20187,Stanton,KS,Kansas,Stanton|KS,"Stanton, KS, US",37.56304714,-101.7843534
20189,Stevens,KS,Kansas,Stevens|KS,"Stevens, KS, US",37.1923008,-101.3118967
20191,Sumner,KS,Kansas,Sumner|KS,"Sumner, KS, US",37.23682549,-97.47721621
20193,Thomas,KS,Kansas,Thomas|KS,"Thomas, KS, US",39.35107575,-101.0553705
20195,Trego,KS,Kansas,Trego|KS,"Trego, KS, US",38.91467218,-99.87284448
20197,Wabaunsee,KS,Kansas,Wabaunsee|KS,"Wabaunsee, KS, US",38.95471985,-96.20350509
20199,Wallace,KS,Kansas,Wallace|KS,"Wallace, KS, US",38.91686134,-101.7638876
20201,Washington,KS,Kansas,Washington|KS,"Washington, KS, US",39.78420784,-97.0875323
20203,Wichita,KS,Kansas,Wichita|KS,"Wichita, KS, US",38.48178252,-101.3471509
20205,Wilson,KS,Kansas,Wilson|KS,"Wilson, KS, US",37.55937174,-95.74323255
20207,Woodson,KS,Kansas,Woodson|KS,"Woodson, KS, US",37.8865336,-95.74006277
20209,Wyandotte,KS,Kansas,Wyandotte|KS,"Wyandotte, KS, US",39.11727348,-94.76378225
21001,Adair,KY,Kentucky,Adair|KY,"Adair, KY, US",37.10459774,-85.28129668
21003,Allen,KY,Kentucky,Allen|KY,"Allen, KY, US",36.75197631,-86.19457544
21005,Anderson,KY,Kentucky,Anderson|KY,"Anderson, KY, US",38.00671029,-84.99171713
21007,Ballard,KY,Kentucky,Ballard|KY,"Ballard, KY, US",37.05842757,-88.99427697
21009,Barren,KY,Kentucky,Barren|KY,"Barren, KY, US",36.96469836,-85.93338945
21011,Bath,KY,Kentucky,Bath|KY,"Bath, KY, US",38.14735938,-83.74588932
21013,Bell,KY,Kentucky,Bell|KY,"Bell, KY, US",36.73355174,-83.67766671
21015,Boone,KY,Kentucky,Boone|KY,"Boone, KY, US",38.97065142,-84.72615357
21017,Bourbon,KY,Kentucky,Bourbon|KY,"Bourbon, KY, US",38.2054607,-84.21827874
21019,Boyd,KY,Kentucky,Boyd|KY,"Boyd, KY, US",38.36176608,-82.68652187
21021,Boyle,KY,Kentucky,Boyle|KY,"Boyle, KY, US",37.62680923,-84.8633779
21023,Bracken,KY,Kentucky,Bracken|KY,"Bracken, KY, US",38.69158994,-84.08532444
21025,Breathitt,KY,Kentucky,Breathitt|KY,"Breathitt, KY, US",37.52333168,-83.31959161
21027,Breckinridge,KY,Kentucky,Breckinridge|KY,"Breckinridge, KY, US",37.77377239,-86.42885017
21029,Bullitt,KY,Kentucky,Bullitt|KY,"Bullitt, KY, US",37.97162523,-85.68955617
21031,Butler,KY,Kentucky,Butler|KY,"Butler, KY, US",37.20946153,-86.68748787
21033,Caldwell,KY,Kentucky,Caldwell|KY,"Caldwell, KY, US",37.14749129,-87.86948214
21035,Calloway,KY,Kentucky,Calloway|KY,"Calloway, KY, US",36.62093411,-88.2731593
21037,Campbell,KY,Kentucky,Campbell|KY,"Campbell, KY, US",38.94384345,-84.37875208
21039,Carlisle,KY,Kentucky,Carlisle|KY,"Carlisle, KY, US",36.85372876,-88.9669222
21041,Carroll,KY,Kentucky,Carroll|KY,"Carroll, KY, US",38.66599534,-85.12601074
21043,Carter,KY,Kentucky,Carter|KY,"Carter, KY, US",38.31690743,-83.05092385
21045,Casey,KY,Kentucky,Casey|KY,"Casey, KY, US",37.32533118,-84.92726209
21047,Christian,KY,Kentucky,Christian|KY,"Christian, KY, US",36.89267803,-87.49055367
21049,Clark,KY,Kentucky,Clark|KY,"Clark, KY, US",37.9689263,-84.14615986
21051,Clay,KY,Kentucky,Clay|KY,"Clay, KY, US",37.16451126,-83.712575
21053,Clinton,KY,Kentucky,Clinton|KY,"Clinton, KY, US",36.72581156,-85.13377529
21055,Crittenden,KY,Kentucky,Crittenden|KY,"Crittenden, KY, US",37.35839237,-88.0882609
21057,Cumberland,KY,Kentucky,Cumberland|KY,"Cumberland, KY, US",36.78926125,-85.39050034
21059,Daviess,KY,Kentucky,Daviess|KY,"Daviess, KY, US",37.73028906,-87.0901948
21061,Edmonson,KY,Kentucky,Edmonson|KY,"Edmonson, KY, US",37.21218923,-86.23955613
21063,Elliott,KY,Kentucky,Elliott|KY,"Elliott, KY, US",38.11624059,-83.09771563
21065,Estill,KY,Kentucky,Estill|KY,"Estill, KY, US",37.69241417,-83.95956369
21067,Fayette,KY,Kentucky,Fayette|KY,"Fayette, KY, US",38.0368225,-84.45576892
21069,Fleming,KY,Kentucky,Fleming|KY,"Fleming, KY, US",38.36758311,-83.69657514
21071,Floyd,KY,Kentucky,Floyd|KY,"Floyd, KY, US",37.56213922,-82.74750924
21073,Franklin,KY,Kentucky,Franklin|KY,"Franklin, KY, US",38.2379395,-84.87962551
21075,Fulton,KY,Kentucky,Fulton|KY,"Fulton, KY, US",36.55238827,-89.20140068
21077,Gallatin,KY,Kentucky,Gallatin|KY,"Gallatin, KY, US",38.75398691,-84.8558382
21079,Garrard,KY,Kentucky,Garrard|KY,"Garrard, KY, US",37.6388668,-84.53289319
21081,Grant,KY,Kentucky,Grant|KY,"Grant, KY, US",38.64962758,-84.62415957
21083,Graves,KY,Kentucky,Graves|KY,"Graves, KY, US",36.72292505,-88.65143315
21085,Grayson,KY,Kentucky,Grayson|KY,"Grayson, KY, US",37.46231118,-86.34248968
21087,Green,KY,Kentucky,Green|KY,"Green, KY, US",37.26484328,-85.5540745
21089,Greenup,KY,Kentucky,Greenup|KY,"Greenup, KY, US",38.54332505,-82.9215658
21091,Hancock,KY,Kentucky,Hancock|KY,"Hancock, KY, US",37.83766422,-86.78280584
21093,Hardin,KY,Kentucky,Hardin|KY,"Hardin, KY, US",37.6976111,-85.96319251
21095,Harlan,KY,Kentucky,Harlan|KY,"Harlan, KY, US",36.85699301,-83.21899516
21097,Harrison,KY,Kentucky,Harrison|KY,"Harrison, KY, US",38.44188174,-84.32869741
21099,Hart,KY,Kentucky,Hart|KY,"Hart, KY, US",37.29943898,-85.88461055
21101,Henderson,KY,Kentucky,Henderson|KY,"Henderson, KY, US",37.79344553,-87.57392021
21103,Henry,KY,Kentucky,Henry|KY,"Henry, KY, US",38.44942688,-85.11587507
21105,Hickman,KY,Kentucky,Hickman|KY,"Hickman, KY, US",36.6794808,-88.97875928
21107,Hopkins,KY,Kentucky,Hopkins|KY,"Hopkins, KY, US",37.30939025,-87.54670406
21109,Jackson,KY,Kentucky,Jackson|KY,"Jackson, KY, US",37.41866422,-83.99825483
21111,Jefferson,KY,Kentucky,Jefferson|KY,"Jefferson, KY, US",38.18664655,-85.65931031
21113,Jessamine,KY,Kentucky,Jessamine|KY,"Jessamine, KY, US",37.87119786,-84.58252003
21115,Johnson,KY,Kentucky,Johnson|KY,"Johnson, KY, US",37.85106355,-82.8264322
21117,Kenton,KY,Kentucky,Kenton|KY,"Kenton, KY, US",38.93950319,-84.53241199
21119,Knott,KY,Kentucky,Knott|KY,"Knott, KY, US",37.35388197,-82.94981134
21121,Knox,KY,Kentucky,Knox|KY,"Knox, KY, US",36.89225732,-83.85403396
21123,Larue,KY,Kentucky,Larue|KY,"Larue, KY, US",37.54567114,-85.70138352
21125,Laurel,KY,Kentucky,Laurel|KY,"Laurel, KY, US",37.10975748,-84.11321779
21127,Lawrence,KY,Kentucky,Lawrence|KY,"Lawrence, KY, US",38.07136018,-82.72882223
21129,Lee,KY,Kentucky,Lee|KY,"Lee, KY, US",37.59645942,-83.71513901
21131,Leslie,KY,Kentucky,Leslie|KY,"Leslie, KY, US",37.09246661,-83.37999606
21133,Letcher,KY,Kentucky,Letcher|KY,"Letcher, KY, US",37.12306748,-82.85346474
21135,Lewis,KY,Kentucky,Lewis|KY,"Lewis, KY, US",38.53184419,-83.37735618
21137,Lincoln,KY,Kentucky,Lincoln|KY,"Lincoln, KY, US",37.45475628,-84.6565327
21139,Livingston,KY,Kentucky,Livingston|KY,"Livingston, KY, US",37.21137452,-88.34797529
21141,Logan,KY,Kentucky,Logan|KY,"Logan, KY, US",36.85949479,-86.877635
21143,Lyon,KY,Kentucky,Lyon|KY,"Lyon, KY, US",37.02080035,-88.07886257
21145,McCracken,KY,Kentucky,McCracken|KY,"McCracken, KY, US",37.05350953,-88.70445755
21147,McCreary,KY,Kentucky,McCreary|KY,"McCreary, KY, US",36.73874143,-84.48102924
21149,McLean,KY,Kentucky,McLean|KY,"McLean, KY, US",37.5301951,-87.26803443
21151,Madison,KY,Kentucky,Madison|KY,"Madison, KY, US",37.71659336,-84.27220275
21153,Magoffin,KY,Kentucky,Magoffin|KY,"Magoffin, KY, US",37.70820545,-83.0657714
21155,Marion,KY,Kentucky,Marion|KY,"Marion, KY, US",37.55218078,-85.26898542
21157,Marshall,KY,Kentucky,Marshall|KY,"Marshall, KY, US",36.8800707,-88.32803576
21159,Martin,KY,Kentucky,Martin|KY,"Martin, KY, US",37.79990579,-82.51247478
21161,Mason,KY,Kentucky,Mason|KY,"Mason, KY, US",38.59471935,-83.82151043
21163,Meade,KY,Kentucky,Meade|KY,"Meade, KY, US",37.96163597,-86.21028219
21165,Menifee,KY,Kentucky,Menifee|KY,"Menifee, KY, US",37.94090733,-83.59985712
21167,Mercer,KY,Kentucky,Mercer|KY,"Mercer, KY, US",37.81474237,-84.87488475
21169,Metcalfe,KY,Kentucky,Metcalfe|KY,"Metcalfe, KY, US",36.99459295,-85.63123699
21171,Monroe,KY,Kentucky,Monroe|KY,"Monroe, KY, US",36.71225341,-85.71596443
21173,Montgomery,KY,Kentucky,Montgomery|KY,"Montgomery, KY, US",38.03253032,-83.9145241
21175,Morgan,KY,Kentucky,Morgan|KY,"Morgan, KY, US",37.92465657,-83.25558245
21177,Muhlenberg,KY,Kentucky,Muhlenberg|KY,"Muhlenberg, KY, US",37.21425819,-87.14632053
21179,Nelson,KY,Kentucky,Nelson|KY,"Nelson, KY, US",37.80335779,-85.4657193
21181,Nicholas,KY,Kentucky,Nicholas|KY,"Nicholas, KY, US",38.33342292,-84.01889177
21183,Ohio,KY,Kentucky,Ohio|KY,"Ohio, KY, US",37.47751843,-86.85368087
21185,Oldham,KY,Kentucky,Oldham|KY,"Oldham, KY, US",38.39791089,-85.448222
21187,Owen,KY,Kentucky,Owen|KY,"Owen, KY, US",38.51679143,-84.82404619
21189,Owsley,KY,Kentucky,Owsley|KY,"Owsley, KY, US",37.42823949,-83.68811419
21191,Pendleton,KY,Kentucky,Pendleton|KY,"Pendleton, KY, US",38.69607718,-84.35599463
21193,Perry,KY,Kentucky,Perry|KY,"Perry, KY, US",37.25023553,-83.22922731
21195,Pike,KY,Kentucky,Pike|KY,"Pike, KY, US",37.47088263,-82.39487445
21197,Powell,KY,Kentucky,Powell|KY,"Powell, KY, US",37.83218794,-83.82553961
21199,Pulaski,KY,Kentucky,Pulaski|KY,"Pulaski, KY, US",37.10466131,-84.57629079
21201,Robertson,KY,Kentucky,Robertson|KY,"Robertson, KY, US",38.51923469,-84.05055616
21203,Rockcastle,KY,Kentucky,Rockcastle|KY,"Rockcastle, KY, US",37.36642393,-84.31176452
21205,Rowan,KY,Kentucky,Rowan|KY,"Rowan, KY, US",38.19484205,-83.42088935
21207,Russell,KY,Kentucky,Russell|KY,"Russell, KY, US",36.99308373,-85.06070117
21209,Scott,KY,Kentucky,Scott|KY,"Scott, KY, US",38.29622293,-84.5816631
21211,Shelby,KY,Kentucky,Shelby|KY,"Shelby, KY, US",38.21476019,-85.194223
21213,Simpson,KY,Kentucky,Simpson|KY,"Simpson, KY, US",36.74058474,-86.58047435
21215,Spencer,KY,Kentucky,Spencer|KY,"Spencer, KY, US",38.03223971,-85.32749335
21217,Taylor,KY,Kentucky,Taylor|KY,"Taylor, KY, US",37.3677562,-85.3329931
21219,Todd,KY,Kentucky,Todd|KY,"Todd, KY, US",36.8381152,-87.17878374
21221,Trigg,KY,Kentucky,Trigg|KY,"Trigg, KY, US",36.80767017,-87.87333656
21223,Trimble,KY,Kentucky,Trimble|KY,"Trimble, KY, US",38.61056487,-85.33775972
21225,Union,KY,Kentucky,Union|KY,"Union, KY, US",37.66166713,-87.94300009
21227,Warren,KY,Kentucky,Warren|KY,"Warren, KY, US",36.99903045,-86.42672751
21229,Washington,KY,Kentucky,Washington|KY,"Washington, KY, US",37.75599461,-85.17407732
21231,Wayne,KY,Kentucky,Wayne|KY,"Wayne, KY, US",36.80310688,-84.8251971
21233,Webster,KY,Kentucky,Webster|KY,"Webster, KY, US",37.52168356,-87.67989953
21235,Whitley,KY,Kentucky,Whitley|KY,"Whitley, KY, US",36.75700531,-84.14541217
21237,Wolfe,KY,Kentucky,Wolfe|KY,"Wolfe, KY, US",37.73941626,-83.49303612
21239,Woodford,KY,Kentucky,Woodford|KY,"Woodford, KY, US",38.04178222,-84.7417556
22001,Acadia,LA,Louisiana,Acadia|LA,"Acadia, LA, US",30.2950649,-92.41419698
22003,Allen,LA,Louisiana,Allen|LA,"Allen, LA, US",30.65385745,-92.82442028
22005,Ascension,LA,Louisiana,Ascension|LA,"Ascension, LA, US",30.20406249,-90.9132841
22007,Assumption,LA,Louisiana,Assumption|LA,"Assumption, LA, US",29.89946234,-91.06461642
22009,Avoyelles,LA,Louisiana,Avoyelles|LA,"Avoyelles, LA, US",31.07796211,-92.00079449
22011,Beauregard,LA,Louisiana,Beauregard|LA,"Beauregard, LA, US",30.64836518,-93.34173616
22013,Bienville,LA,Louisiana,Bienville|LA,"Bienville, LA, US",32.34569994,-93.05398492
22015,Bossier,LA,Louisiana,Bossier|LA,"Bossier, LA, US",32.67932307,-93.60460152
22017,Caddo,LA,Louisiana,Caddo|LA,"Caddo, LA, US",32.57991587,-93.88375652
22019,Calcasieu,LA,Louisiana,Calcasieu|LA,"Calcasieu, LA, US",30.22931235,-93.35400434
22021,Caldwell,LA,Louisiana,Caldwell|LA,"Caldwell, LA, US",32.0902519,-92.11752148
22023,Cameron,LA,Louisiana,Cameron|LA,"Cameron, LA, US",29.87592238,-93.19310676
22025,Catahoula,LA,Louisiana,Catahoula|LA,"Catahoula, LA, US",31.66778967,-91.84526385
22027,Claiborne,LA,Louisiana,Claiborne|LA,"Claiborne, LA, US",32.82308512,-92.99526883
22029,Concordia,LA,Louisiana,Concordia|LA,"Concordia, LA, US",31.44817835,-91.63814433
22031,De Soto,LA,Louisiana,De Soto|LA,"De Soto, LA, US",32.05457447,-93.74130302
22033,East Baton Rouge,LA,Louisiana,East Baton Rouge|LA,"East Baton Rouge, LA, US",30.53842039,-91.09777565
22035,East Carroll,LA,Louisiana,East Carroll|LA,"East Carroll, LA, US",32.73926954,-91.23425694
22037,East Feliciana,LA,Louisiana,East Feliciana|LA,"East Feliciana, LA, US",30.84425359,-91.04976723
22039,Evangeline,LA,Louisiana,Evangeline|LA,"Evangeline, LA, US",30.72985248,-92.39915924
22041,Franklin,LA,Louisiana,Franklin|LA,"Franklin, LA, US",32.13675181,-91.67589857
22043,Grant,LA,Louisiana,Grant|LA,"Grant, LA, US",31.59882456,-92.56124347
22045,Iberia,LA,Louisiana,Iberia|LA,"Iberia, LA, US",29.86803617,-91.75871777
22047,Iberville,LA,Louisiana,Iberville|LA,"Iberville, LA, US",30.25734305,-91.3499598
22049,Jackson,LA,Louisiana,Jackson|LA,"Jackson, LA, US",32.30251776,-92.55692092
22051,Jefferson,LA,Louisiana,Jefferson|LA,"Jefferson, LA, US",29.74075478,-90.11115756
22053,Jefferson Davis,LA,Louisiana,Jefferson Davis|LA,"Jefferson Davis, LA, US",30.26896765,-92.81210004
22055,Lafayette,LA,Louisiana,Lafayette|LA,"Lafayette, LA, US",30.2049055,-92.06959876
22057,Lafourche,LA,Louisiana,Lafourche|LA,"Lafourche, LA, US",29.52470226,-90.40976986
22059,La Salle,LA,Louisiana,La Salle|LA,"La Salle, LA, US",31.60603,-92.140733
22061,Lincoln,LA,Louisiana,Lincoln|LA,"Lincoln, LA, US",32.6003154,-92.6659741
22063,Livingston,LA,Louisiana,Livingston|LA,"Livingston, LA, US",30.44143993,-90.73061664
22065,Madison,LA,Louisiana,Madison|LA,"Madison, LA, US",32.36918118,-91.23973355
22067,Morehouse,LA,Louisiana,Morehouse|LA,"Morehouse, LA, US",32.81686191,-91.80421614
22069,Natchitoches,LA,Louisiana,Natchitoches|LA,"Natchitoches, LA, US",31.72321584,-93.09816516
22071,Orleans,LA,Louisiana,Orleans|LA,"Orleans, LA, US",30.06971951,-89.92660315
22073,Ouachita,LA,Louisiana,Ouachita|LA,"Ouachita, LA, US",32.47645559,-92.15704172
22075,Plaquemines,LA,Louisiana,Plaquemines|LA,"Plaquemines, LA, US",29.42245447,-89.60322085
22077,Pointe Coupee,LA,Louisiana,Pointe Coupee|LA,"Pointe Coupee, LA, US",30.71409502,-91.60209535
22079,Rapides,LA,Louisiana,Rapides|LA,"Rapides, LA, US",31.19778499,-92.52997303
22081,Red River,LA,Louisiana,Red River|LA,"Red River, LA, US",32.09530039,-93.34213308
22083,Richland,LA,Louisiana,Richland|LA,"Richland, LA, US",32.41391005,-91.76634876
22085,Sabine,LA,Louisiana,Sabine|LA,"Sabine, LA, US",31.56388699,-93.55433981
22087,St Bernard,LA,Louisiana,St Bernard|LA,"St Bernard, LA, US",29.87761636,-89.51887093
22089,St Charles,LA,Louisiana,St Charles|LA,"St Charles, LA, US",29.90709658,-90.35555967
